filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_rolloff_mean,spectral_rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmonic_mean,harmonic_var,perceptual_mean,perceptual_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
blues.00000.wav,0.35012850165367126,0.08877166360616684,0.1301843225955963,0.0028283800929784775,1784.1226412753101,129745.48441929805,2002.4124072733878,85834.41040579003,3805.7230301080335,901252.916706492,0.08304482066898686,0.0007669456545940504,-4.906634057988413e-05,0.008172462694346905,-1.0618483429425396e-05,0.005704437382519245,123.046875,-113.59882354736328,2569.369384765625,121.57067108154297,295.84710693359375,-19.162261962890625,235.58444213867188,42.36394119262695,151.03872680664062,-6.3622660636901855,167.99288940429688,18.621931076049805,89.17241668701172,-13.69973373413086,67.60308837890625,15.339801788330078,69.00149536132812,-12.274304389953613,82.2198486328125,10.970945358276367,63.34654235839844,-8.326061248779297,61.764991760253906,8.802087783813477,51.2807502746582,-3.6699411869049072,41.21589660644531,5.744675636291504,40.51752471923828,-5.162783145904541,49.78422927856445,0.7517063617706299,52.42453384399414,-1.6878541707992554,36.535865783691406,-0.4087299108505249,41.603172302246094,-2.3026766777038574,55.053653717041016,1.222467064857483,46.941349029541016,blues
blues.00001.wav,0.3408493995666504,0.09497617930173874,0.09590782225131989,0.00237272004596889,1530.261766989378,375915.5087781222,2038.9876082704006,213905.10319118254,3550.7136156830047,2978310.9040219653,0.05603980870552978,0.001447521491359064,0.00014128135808277875,0.005101334303617477,-0.0001796235010260716,0.0030642098281532526,67.99958881578948,-207.52383422851562,7769.1044921875,123.98513793945312,559.9133911132812,8.94701862335205,572.3363037109375,35.867149353027344,264.7167053222656,2.909594774246216,279.9760437011719,21.519472122192383,156.3668212890625,-8.556512832641602,200.80203247070312,23.370676040649414,142.56712341308594,-10.103608131408691,166.11463928222656,11.899242401123047,104.35724639892578,-5.558824062347412,105.1563720703125,5.377876281738281,96.20452880859375,-2.2344915866851807,64.8730697631836,4.220704078674316,73.15042877197266,-6.01068639755249,52.42946243286133,0.9292941689491272,55.33796691894531,-0.7284027934074402,60.231414794921875,0.29687243700027466,48.133216857910156,-0.2824304401874542,51.106014251708984,0.5306443572044373,45.788700103759766,blues
blues.00002.wav,0.3635377287864685,0.08525664359331131,0.17547321319580078,0.0027508579660207033,1552.8324814348227,156471.0109039441,1747.7540868495228,76295.4133981059,3042.4101154654873,784130.8743978116,0.07629120746326373,0.0010068290788351824,-1.8167238522437401e-06,0.01634434424340725,-2.0188574126223102e-05,0.007464200723916292,161.4990234375,-90.75716400146484,3317.886962890625,140.4408721923828,508.85614013671875,-29.08454704284668,412.0644226074219,31.68669319152832,143.9542236328125,-13.976547241210938,155.66134643554688,25.753751754760742,74.39171600341797,-13.664990425109863,106.84103393554688,11.634442329406738,106.520263671875,-11.778322219848633,65.48223876953125,9.71475601196289,67.84234619140625,-13.125313758850098,57.671958923339844,5.7912468910217285,64.49476623535156,-8.901966094970703,60.39057540893555,-1.0801600217819214,57.69021987915039,-9.22624397277832,36.51436996459961,2.4483044147491455,40.64167785644531,-7.724839687347412,47.62964630126953,-1.8190239667892456,52.39359664916992,-3.440457344055176,46.64339828491211,-2.2381277084350586,30.65315055847168,blues
blues.00003.wav,0.40485435724258423,0.09399866312742233,0.14104026556015015,0.006347601767629385,1070.1534175250663,184366.00943826744,1596.4225644535757,166551.84424343146,2184.8790286035382,1493077.8489404472,0.03330886262567672,0.00042275898709484,3.612628916016547e-06,0.019055042415857315,-1.811097899917513e-05,0.0027113643009215593,63.02400914634146,-199.57513427734375,5508.2666015625,150.0861053466797,456.30908203125,5.6634039878845215,257.1097717285156,26.85527801513672,158.3611297607422,1.770071268081665,267.9737243652344,14.232646942138672,126.80742645263672,-4.827845096588135,155.9467315673828,9.286852836608887,81.27030181884766,-0.7561201453208923,92.30180358886719,8.134434700012207,71.3818359375,-3.200026035308838,110.26935577392578,6.078081130981445,48.21451950073242,-2.478445053100586,56.776222229003906,-1.0815869569778442,62.243003845214844,-2.8744540214538574,51.60982131958008,0.7739940285682678,44.43290328979492,-3.324068784713745,50.21845245361328,0.6363106369972229,37.32572555541992,-0.6159675717353821,37.257774353027344,-3.405045986175537,31.96525764465332,blues
blues.00004.wav,0.3085259795188904,0.0878431499004364,0.09150122106075287,0.0023052850738167763,1835.1285127725687,343249.4957463238,1748.4107584538044,88378.70447779536,3579.9574708164155,1572336.2989541132,0.10146053871809745,0.0019541247020998685,-1.8459670172887854e-05,0.004814488347619772,-9.545041393721476e-06,0.0030943627934902906,135.99917763157896,-160.3541717529297,5199.103515625,126.20948028564453,853.271240234375,-35.58139419555664,334.0323181152344,22.13925552368164,193.75323486328125,-32.473548889160156,336.4254150390625,10.850702285766602,134.8650360107422,-23.35007095336914,93.29354095458984,0.49324920773506165,124.7335205078125,-11.796538352966309,129.97537231445312,1.2035192251205444,99.7171401977539,-13.084959030151367,80.2431640625,-2.8104991912841797,86.43648529052734,-6.9344706535339355,89.54832458496094,-7.55387544631958,70.91568756103516,-9.167669296264648,75.75421905517578,-4.515862464904785,85.99520111083984,-5.451786041259766,75.27674102783203,-0.9159522652626038,53.633235931396484,-4.408017635345459,62.88249206542969,-11.704384803771973,55.19025421142578,blues
blues.00005.wav,0.30252185463905334,0.0875512957572937,0.10345287621021271,0.003981162328273058,1832.0115969728529,1030483.8309546004,1729.5808044661662,201846.07399724107,3481.4676306917054,3274386.1962247384,0.09404153373936582,0.006233195614802252,2.1072694380563917e-06,0.008084326051175594,-2.7619369575404562e-05,0.0032444787211716175,69.83741554054055,-177.80174255371094,7307.4541015625,118.20316314697266,3195.205810546875,-17.570629119873047,654.10791015625,30.760927200317383,485.68988037109375,-21.7425537109375,433.2766418457031,11.919262886047363,266.4075927734375,-20.734298706054688,169.7060089111328,3.185288190841675,133.703369140625,-8.580818176269531,172.22573852539062,-0.9328851103782654,100.12100219726562,-11.772245407104492,76.55475616455078,-2.408763885498047,78.8026351928711,-9.348445892333984,80.10771942138672,-9.942635536193848,47.534427642822266,-3.9021835327148438,60.02069854736328,-5.574562072753906,72.57673645019531,-1.839314341545105,68.66612243652344,-2.7893166542053223,42.470523834228516,-3.047805070877075,39.80338668823242,-8.109731674194336,46.282936096191406,blues
blues.00006.wav,0.2914259731769562,0.09398484975099564,0.1417519599199295,0.008782075718045235,1459.4696908114731,438024.99880254443,1389.068445556609,185156.32122885666,2795.910729498985,1621507.809656879,0.07305223740815932,0.0019091706678011008,-1.1749520126613788e-05,0.016931476071476936,-2.018179657170549e-05,0.005955405067652464,71.77734375,-190.0688018798828,9653.34765625,130.27023315429688,1933.7037353515625,-36.36211395263672,1307.030517578125,33.03621292114258,480.1932067871094,11.093892097473145,1082.96826171875,-0.5918819904327393,280.11151123046875,-20.89026641845703,151.6833953857422,0.2784424424171448,102.85331726074219,-6.496385097503662,131.0985107421875,-5.512735366821289,153.40235900878906,-7.8474040031433105,87.50639343261719,-3.124300718307495,64.2100601196289,-6.602821350097656,79.14685821533203,-9.949999809265137,63.03844451904297,-6.542689323425293,86.34498596191406,-10.07222843170166,83.25454711914062,-10.918622970581055,56.950496673583984,-6.965243339538574,38.26709747314453,-3.439431667327881,48.16364288330078,-6.484498977661133,70.21345520019531,blues
blues.00007.wav,0.3073715269565582,0.09285333752632141,0.13176751136779785,0.005531931295990944,1451.8594137957502,449601.6407278991,1577.567115762827,168197.59942733936,2955.3197165929523,1629557.4144231493,0.061442246108855375,0.0018488162723341102,1.8550024833530188e-05,0.013231742195785046,-4.832547710975632e-05,0.0048369187861680984,92.28515625,-179.37229919433594,6573.50341796875,136.44833374023438,1479.045654296875,-26.662588119506836,591.2086791992188,39.965450286865234,353.40618896484375,5.31089448928833,650.0896606445312,10.919133186340332,136.28797912597656,-20.559534072875977,163.6931610107422,8.503360748291016,151.28440856933594,-11.349763870239258,171.91976928710938,-3.470554828643799,178.22743225097656,-8.415842056274414,147.56088256835938,-6.957211017608643,83.7185287475586,-3.5460426807403564,93.26529693603516,-8.0517578125,57.42386245727539,-8.96491813659668,82.25946807861328,-8.427481651306152,70.46943664550781,-10.56428050994873,52.01835632324219,-10.785658836364746,60.507179260253906,-4.695469379425049,65.58108520507812,-8.631641387939453,56.38694381713867,blues
blues.00008.wav,0.4089129567146301,0.08650006353855133,0.14232727885246277,0.0015031186630949378,1719.4633657271252,163308.4331688299,2031.8293659117528,105565.92425351423,3782.441190998405,1262984.5682501604,0.06402488761600927,0.0007314817438538322,-1.5161887176873279e-06,0.012705841101706028,-2.098033655784093e-05,0.0034655870404094458,83.35433467741936,-121.3897933959961,2619.67431640625,122.49832916259766,414.5375061035156,-14.734728813171387,341.2240295410156,46.122135162353516,193.9173126220703,-8.179258346557617,177.07606506347656,20.172466278076172,106.94689178466797,-19.171894073486328,57.65928268432617,23.03683853149414,77.15470123291016,-11.83272933959961,42.5687370300293,21.15465545654297,58.85169982910156,-6.722797393798828,48.918487548828125,6.989505767822266,56.53520584106445,-12.730548858642578,61.94805145263672,5.058538436889648,50.54711151123047,-5.1858062744140625,33.02634811401367,-1.453603982925415,50.57817459106445,-7.042628765106201,28.908443450927734,2.6942129135131836,36.896121978759766,3.4095308780670166,33.67159652709961,-2.7137441635131836,36.34231948852539,blues
blues.00009.wav,0.2739676237106323,0.09231062978506088,0.08128055185079575,0.004346176981925964,1817.2305900912734,298141.4244085744,1973.7920387617448,114140.14452080753,3943.8319655416185,1366784.3467715923,0.07917482356921887,0.0013776590528174816,-4.361862465884769e-06,0.007221092935651541,-2.4223751097451895e-05,0.0016771487426012754,80.74951171875,-213.2642364501953,6132.97265625,115.16475677490234,798.2637939453125,-11.698169708251953,669.0845947265625,39.015357971191406,350.9339599609375,-20.348329544067383,531.99755859375,13.082701683044434,278.24468994140625,-9.182700157165527,126.45182037353516,9.017151832580566,67.96416473388672,-14.1043119430542,110.09561157226562,4.271254062652588,92.6026840209961,-6.050780296325684,84.85938262939453,3.7858355045318604,104.41364288330078,0.22263547778129578,76.34564971923828,-5.106881618499756,85.42630767822266,-0.410153329372406,103.98576354980469,-1.179344892501831,59.32341384887695,-1.914707899093628,58.46143341064453,-2.293660879135132,83.12303924560547,2.884260416030884,77.04225158691406,-4.233879089355469,91.44654846191406,blues
