PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,Label
-2.782282710803965,-1.0292388133621058,-0.5214918020275284,-0.11541681894660648,-0.715537833357888,0.9908957093045158,0.34981611944607616,-0.38650633110546756,-0.16446088530938527,-0.3392414399487218,-0.15180752915266377,-0.35960073443612683,-0.6701509956022703,-0.1218226757628806,-0.5631044818200579,-0.38989896851172656,0.3891911657544832,-0.6146934181347491,0.305323895260705,0.057776437037854865,-0.5209134400435372,0.046274856599684944,-0.5261865753725236,0
1.7295863671564664,-1.1690403690971511,1.3502666219065758,-2.4571184144948695,-2.0607079796988925,0.058880537222585606,0.09672710257461685,-0.15627999348167196,-0.894054235307624,-0.9870969984017655,-2.0505103932523925,-1.1288144965918112,-0.24081971509654015,-0.2621307050008087,-0.2554012754660375,0.8193005400291355,-0.060423527116384206,-0.30256383546700427,1.0195767202763832,-0.1892102086738629,-0.5666706883250726,-0.06434352580648349,-0.2563926638093392,0
-2.8146796752843444,-1.5690068665364503,-0.09147493287400915,-1.5995575848586252,0.699147366849992,1.708084607999035,0.5252055045290457,-0.22004314428495814,0.4318486889431257,0.429168170919066,1.2564980601957922,-0.6909308507116775,-0.4908863509412635,0.19159495003732782,-0.12413594542646804,0.02545221667463314,-0.07372335597475264,0.0014226129228835612,0.2162788243161097,0.42003237230585366,-0.19449269095675242,0.6546372932261546,0.007517731912205999,0
0.3494761351837887,-1.4831721144782322,-1.5227908979797162,-1.893820591010332,-1.8804128979150456,2.3729496462867825,0.235696033824517,-0.04156819674486666,-0.43479092271404524,-0.15189767264123621,-1.9969364832290262,-0.3457397831909187,0.08313934580239278,-0.7408398187865357,-0.18729664451232067,0.46906428580842535,-0.23911869219429222,0.14573521183381807,1.575568155141543,0.5676978637824157,-0.029613099281536628,0.3800544604082129,0.2104752147128997,0
0.6260667862737965,-3.199115853918519,0.13776214070138723,-2.218043838263308,3.249312604771722,-0.0454679846197746,1.47873718608428,0.04204252716807451,1.2476699350639036,0.8400326187425133,0.4530935231279822,0.027482006525155665,0.13217115389264816,-1.64751393349143,0.4678931943883094,-0.3176073822171164,-0.16105002755367948,0.11852554865837618,0.9996906161798359,-1.0227309887341003,-0.6354797318714799,0.8963675636059254,-0.9679449265873338,0
4.185477466041644,-0.62462473731853,0.4838009935055219,-5.243957702956592,1.7224738050606527,-1.171975964764761,0.4539268124379014,-1.9350262002655683,2.2381400420283173,1.9099973735268345,-1.6441378557744202,0.6947235210568229,0.8785041480667968,-1.5679032309497563,1.051059478876966,-2.3799517455724732,-1.0515169245440357,0.13470172852724716,0.5709151759580166,-0.9868498632865126,0.7497082451805872,-0.03914720473087069,-0.9477933774528845,0
5.611236540497143,-1.5811602480712714,0.17944109321316395,-7.292106598358169,1.382335729852518,1.6087295373323949,0.9726655265134764,-1.470783767725859,3.548918021919695,-1.1252821927638907,-0.6788836056593314,2.5773521819228487,1.824882577306775,0.22276485118596345,-0.3344173746966001,-0.6183493865584577,0.05220444416046453,1.2730190051943369,2.0554995533587976,-2.0083064645106914,0.1457946190216709,-0.44155804722028075,0.16413663442520313,0
4.046227567341788,-2.651050843440823,0.4712456984381139,-5.801826324934365,2.3217509521265116,1.3248060711352574,1.5469180283546824,0.9977776756058219,0.8551194069206637,-0.615394448489647,-0.7862069283644395,0.8252215658580038,0.7734509893540206,0.5797265959978599,0.8965296201238474,-1.2695655790441087,-0.45649769391160305,0.6767874594405351,1.3033201321339964,-0.7807464490013883,-0.709476338207996,-0.4147540820520836,-0.1779832565388979,0
-3.3826411073806435,-0.7662168860673502,-0.028040702018490165,-0.9821387624895415,-0.9860070568467688,1.1013062809383927,-0.08920560332994153,-1.0079585525791708,-0.3533788569099373,-0.46612388731995247,-1.3883291024053146,-0.41628117519029273,0.15574271221217795,-0.07819219147124383,-0.18308220669761593,-0.16964077588928048,-0.014283541731754388,0.35129915664482636,0.02612311941222349,-0.9682542160181519,-0.8912140954050598,1.3304798901409787,-0.5058171292153057,0
2.7460739849164777,-2.27747107390018,0.6364029353685664,-1.4997669977103345,-0.09069099525862277,0.3669589919605293,0.6777844542438046,-0.9306612109071865,1.3040170966583295,-1.4341377509253295,-1.0031724367435435,0.9268749880469409,0.30943324031747427,-0.6768344096831432,-0.586508905454259,-0.882290689452959,-0.2271946795177822,-0.2858295658789983,1.1496854033527406,-1.8184409835141613,-0.310216611297809,0.5475994673403373,-1.6167867539751528,0
